author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/291161850/,Москва,sale,flat,23,76,3,184.0,-1,0,120000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/292986275/,Москва,sale,flat,5,5,3,231.3,-1,0,494243000,Красносельский,Сретенский бульвар,6/1С1,Тургеневская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296112151/,Москва,sale,flat,69,78,3,269.4,-1,0,532000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/290411907/,Москва,sale,flat,2,4,3,219.2,-1,0,561893555,Хамовники,Пречистенская набережная,5,Парк Культуры,Кленовый DOM
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734632/,Москва,sale,flat,2,4,3,219.2,-1,0,561893555,Хамовники,Пречистенская набережная,5,Парк Культуры,Кленовый DOM
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/298773202/,Москва,sale,flat,2,9,3,54.6,-1,0,7500000,,,21,Апрелевка,
ID 97474129,homeowner,https://www.cian.ru/sale/flat/298720571/,Москва,sale,flat,2,3,3,70.5,-1,0,9500000,, Вышгородская,17,Апрелевка,Борисоглебское
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/297548025/,Москва,sale,flat,5,5,3,51.9,-1,0,10300000,, Дачная,2,Кокошкино,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/299474727/,Москва,sale,flat,10,16,3,60.5,-1,0,10350000,,,23Б,Апрелевка,
Ирина Чепурнова,realtor,https://www.cian.ru/sale/flat/299932089/,Москва,sale,flat,3,5,3,52.3,-1,0,10400000,, Дачная,10,Кокошкино,
Ольга Асманкина,realtor,https://www.cian.ru/sale/flat/296206345/,Москва,sale,flat,3,3,3,89.6,-1,0,10500000,, Николинские Ключи,34,Крёкшино,Ново-Никольское
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/300647905/,Москва,sale,flat,12,14,3,57.0,-1,0,10990000,, Харлампиева,48к1,Филатов Луг,Спортивный квартал
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301731739/,Москва,sale,flat,8,9,3,64.2,-1,0,11500000,,,27,Силикатная,
Катерина Романова,realtor,https://www.cian.ru/sale/flat/300988379/,Москва,sale,flat,1,9,3,59.0,-1,0,12250000,Вешняки, Молдагуловой,28К3,Выхино,
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/298557542/,Москва,sale,flat,2,9,3,58.3,-1,0,12700000,Отрадное,Алтуфьевское шоссе,18Г,Отрадное,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/295331890/,Москва,sale,flat,1,9,3,53.0,-1,0,13000000,Бибирево, Коненкова,12А,Бибирево,
Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/301740399/,Москва,sale,flat,9,9,3,57.3,-1,0,13000000,Ярославский,Ярославское шоссе,6К2,Свиблово,
Павел Сорокин,realtor,https://www.cian.ru/sale/flat/301451859/,Москва,sale,flat,11,14,3,64.8,-1,0,13000000,Ивановское,Саянская ,20,Новогиреево,
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/295680335/,Москва,sale,flat,4,16,3,59.1,-1,0,13200000,,проспект Магеллана,5,Филатов Луг,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/300170974/,Москва,sale,flat,5,5,3,53.6,-1,0,13200000,Измайлово,5-я Парковая ,39К4,Первомайская,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/300968947/,Москва,sale,flat,2,9,3,63.0,-1,0,13350000,Люблино,Краснодарская ,10,Депо,
МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/297850298/,Москва,sale,flat,10,14,3,65.9,-1,0,13500000,, Харлампиева,46,Филатов Луг,Спортивный квартал
ID 7098,realtor,https://www.cian.ru/sale/flat/301642076/,Москва,sale,flat,2,9,3,60.5,-1,0,13490000,Зябликово,Кустанайская ,8К1,Шипиловская,
NEWPOLIS,real_estate_agent,https://www.cian.ru/sale/flat/300289604/,Москва,sale,flat,1,9,3,59.4,-1,0,13500000,Орехово-Борисово Северное,Ореховый бульвар,11К1,Домодедовская,
Татьяна Артыкова,realtor,https://www.cian.ru/sale/flat/293690194/,Москва,sale,flat,1,12,3,62.7,-1,0,13600000,Бирюлево Западное,Харьковский проезд,5К1,Пражская,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301122762/,Москва,sale,flat,5,17,3,72.0,-1,0,13700000,, Барышевская Роща,24,Щербинка,Прима-Парк
Тесля Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300943322/,Москва,sale,flat,3,9,3,50.6,-1,0,13900000,Зябликово, Мусы Джалиля,16К1,Шипиловская,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/300112194/,Москва,sale,flat,3,12,3,63.3,-1,0,13800000,Бирюлево Восточное,Касимовская ,15,Царицыно,
ТАНДЕМ,real_estate_agent,https://www.cian.ru/sale/flat/300923132/,Москва,sale,flat,13,18,3,75.0,-1,0,13900000,Южное Бутово, Захарьинские Дворики,1к1,Щербинка,
BOYKOV Company,real_estate_agent,https://www.cian.ru/sale/flat/297212699/,Москва,sale,flat,6,9,3,54.0,-1,0,14000000,Зябликово,Кустанайская ,14К1,Красногвардейская,
Вертикаль,real_estate_agent,https://www.cian.ru/sale/flat/299910519/,Москва,sale,flat,1,5,3,61.2,-1,0,14000000,Преображенское,Просторная ,10К2,Преображенская площадь,
МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/294295889/,Москва,sale,flat,4,12,3,63.2,-1,0,14149999,Бибирево,Белозерская ,11А,Бибирево,
Доступная Недвижимость. 8 отдел,real_estate_agent,https://www.cian.ru/sale/flat/301151457/,Москва,sale,flat,8,9,3,51.0,-1,0,14200000,Северное Медведково,проезд Шокальского,53,Медведково,
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/299292844/,Москва,sale,flat,11,19,3,74.0,-1,0,14500000,Некрасовка,проспект Защитников Москвы,13,Некрасовка,
МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/300542990/,Москва,sale,flat,4,9,3,59.3,-1,0,14500000,Северное Измайлово,Сиреневый бульвар,73К1,Щёлковская,
ID 68990136,unknown,https://www.cian.ru/sale/flat/300500742/,Москва,sale,flat,7,9,3,56.6,-1,0,14500000,Орехово-Борисово Южное,Каширское шоссе,128К2,Домодедовская,
Максим Соколов,realtor,https://www.cian.ru/sale/flat/301542557/,Москва,sale,flat,10,17,3,88.61,-1,0,14900000,,,3,Крёкшино,
Алена Будаева,realtor,https://www.cian.ru/sale/flat/297657698/,Москва,sale,flat,8,9,3,51.0,-1,0,14800000,Строгино,Строгинский бульвар,13К3,Строгино,
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/296199584/,Москва,sale,flat,9,9,3,63.5,-1,0,14999999,Чертаново Южное,Чертановская ,51К4,Пражская,
ID 113082103,realtor,https://www.cian.ru/sale/flat/300442736/,Москва,sale,flat,5,5,3,54.2,-1,0,15000000,Котловка,Нагорная ,38К2,Нахимовский проспект,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/301166816/,Москва,sale,flat,4,9,3,60.1,-1,0,15200000,Орехово-Борисово Южное,Каширское шоссе,110К2,Домодедовская,
Самолет Плюс - Домодедово,real_estate_agent,https://www.cian.ru/sale/flat/299570271/,Москва,sale,flat,9,17,3,72.7,-1,0,15350000,Некрасовка,Рождественская ,6,Некрасовка,
Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/301021397/,Москва,sale,flat,2,16,3,66.0,-1,0,15500000,Марьино,Новочеркасский бульвар,20К1,Курьяново,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301850268/,Москва,sale,flat,11,12,3,63.2,-1,0,15510000,Западное Дегунино, Маршала Федоренко,14К4,Ховрино,
Веста,real_estate_agent,https://www.cian.ru/sale/flat/300832506/,Москва,sale,flat,3,12,3,59.0,-1,0,15500000,Люблино,Ставропольская ,56К1,Люблино,
На Петровке,real_estate_agent,https://www.cian.ru/sale/flat/297636835/,Москва,sale,flat,2,9,3,59.7,-1,0,15500000,Чертаново Центральное, Красного Маяка,5К2,Пражская,
ID 85536698,unknown,https://www.cian.ru/sale/flat/301778515/,Москва,sale,flat,9,16,3,75.0,-1,0,15500000,Восточное Дегунино,Керамический проезд,73К1,Лианозово,
ID 83424868,homeowner,https://www.cian.ru/sale/flat/295821634/,Москва,sale,flat,6,9,3,50.1,-1,0,15500000,Ясенево,Голубинская ,19,Ясенево,
Семейные Инвестиции,real_estate_agent,https://www.cian.ru/sale/flat/284319602/,Москва,sale,flat,14,18,3,78.5,-1,0,15700000,, Родниковая,9Ак3,Саларьево,Позитив
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299166136/,Москва,sale,flat,4,5,3,55.6,-1,0,15800000,Москворечье-Сабурово,Каширское шоссе,28К3,Каширская,
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/299852070/,Москва,sale,flat,5,9,3,60.0,-1,0,15800000,Северное Медведково,Широкая ,20,Медведково,
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301151990/,Москва,sale,flat,4,14,3,99.4,-1,0,16000000,, Индустриальная,6,Щербинка,
Ключи,real_estate_agent,https://www.cian.ru/sale/flat/301899381/,Москва,sale,flat,9,12,3,62.7,-1,0,16000000,Очаково-Матвеевское,Веерная ,40К3,Матвеевская,
Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/300545209/,Москва,sale,flat,13,18,3,47.7,-1,0,16000000,Останкинский,Березовая аллея,19к2,Ботанический сад,Апарт-комплекс Легендарный квартал
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300318344/,Москва,sale,flat,4,9,3,57.0,-1,0,16000000,Северное Тушино, Героев Панфиловцев,1К1,Сходненская,
ID 10600595,unknown,https://www.cian.ru/sale/flat/279165831/,Москва,sale,flat,3,9,3,63.0,-1,0,15999000,Орехово-Борисово Южное,Воронежская ,34К5,Зябликово,
ID 517777,homeowner,https://www.cian.ru/sale/flat/298431314/,Москва,sale,flat,3,9,3,68.3,-1,0,15900000,Ясенево,Литовский бульвар,11К5,Ясенево,
Елена Иванова,realtor,https://www.cian.ru/sale/flat/301809917/,Москва,sale,flat,5,9,3,50.0,-1,0,15900000,Люблино,Совхозная ,8,Люблино,
ID 115030802,realtor,https://www.cian.ru/sale/flat/300640950/,Москва,sale,flat,5,22,3,100.5,-1,0,16080000,Бирюлево Восточное,6-я Радиальная ,7/1к2,Царицыно,Царицыно-2
БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/301415788/,Москва,sale,flat,7,9,3,59.0,-1,0,16200000,Коньково, Академика Волгина,7,Беляево,
ID 115029791,realtor,https://www.cian.ru/sale/flat/300759794/,Москва,sale,flat,13,22,3,100.5,-1,0,16281000,Бирюлево Восточное,6-я Радиальная ,вл7к28,Царицыно,Царицыно-2
Ирина Валуйских,realtor,https://www.cian.ru/sale/flat/301974057/,Москва,sale,flat,8,17,3,75.0,-1,0,16500000,Солнцево, Авиаторов,9к2,Солнцево,
ТАНДЕМ,real_estate_agent,https://www.cian.ru/sale/flat/301574900/,Москва,sale,flat,8,9,3,80.0,-1,0,16490000,Южное Бутово,Южнобутовская ,139,Бунинская аллея,
Mango Realty,real_estate_agent,https://www.cian.ru/sale/flat/301767588/,Москва,sale,flat,8,16,3,73.8,-1,0,16400000,Чертаново Центральное,Варшавское шоссе,144К2,Улица Академика Янгеля,
Наталья Павлова,realtor,https://www.cian.ru/sale/flat/300650075/,Москва,sale,flat,8,12,3,65.0,-1,0,16500000,Орехово-Борисово Южное,Каширское шоссе,128,Домодедовская,
ID 47433674,unknown,https://www.cian.ru/sale/flat/300682321/,Москва,sale,flat,11,12,3,63.0,-1,0,16500000,Орехово-Борисово Северное,Ореховый бульвар,21к1,Домодедовская,
АСВ-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300841726/,Москва,sale,flat,9,9,3,62.0,-1,0,16800000,Коньково,Профсоюзная ,79,Беляево,
ID 15649417,homeowner,https://www.cian.ru/sale/flat/295085931/,Москва,sale,flat,4,16,3,70.0,-1,0,16700000,Орехово-Борисово Южное, Генерала Белова,47,Домодедовская,
Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301684540/,Москва,sale,flat,6,9,3,48.0,-1,0,16900000,Чертаново Южное,Чертановская ,58К2,Улица Академика Янгеля,
ID 276974,realtor,https://www.cian.ru/sale/flat/301931197/,Москва,sale,flat,4,9,3,60.0,-1,0,16900000,Бабушкинский,Енисейская ,17К1,Бабушкинская,
Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/301777151/,Москва,sale,flat,7,10,3,88.0,-1,0,16900000,,,1,Силикатная,
ID 234792,real_estate_agent,https://www.cian.ru/sale/flat/297988252/,Москва,sale,flat,4,5,3,61.4,-1,0,16999999,Южнопортовый, Мельникова,18А,Пролетарская,
ID 429227,realtor,https://www.cian.ru/sale/flat/301154980/,Москва,sale,flat,5,5,3,55.0,-1,0,16900000,Соколиная гора,Зверинецкая ,12,Семёновская,Test Cian Audience JK
Ордер,real_estate_agent,https://www.cian.ru/sale/flat/295927552/,Москва,sale,flat,12,14,3,78.0,-1,0,16950000,Царицыно,Кантемировская ,5К4,Кантемировская,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/277158232/,Москва,sale,flat,4,24,3,68.2,-1,0,17000000,Москворечье-Сабурово,Каширское шоссе,74А,Москворечье,Каширка.LIKE
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/300112113/,Москва,sale,flat,5,16,3,65.9,-1,0,17000000,Лианозово,Череповецкая ,13,Алтуфьево,
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/297853859/,Москва,sale,flat,12,16,3,65.4,-1,0,16900000,Перово,Мастеровая ,2/6,Перово,
МГСН,real_estate_agent,https://www.cian.ru/sale/flat/291711151/,Москва,sale,flat,19,23,3,79.2,-1,0,17200000,Некрасовка, Маресьева,7к2,Некрасовка,Квартал Некрасовка
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/300834027/,Москва,sale,flat,2,5,3,55.6,-1,0,17300000,Академический, Шверника,18К1,Крымская,
ID 12403517,homeowner,https://www.cian.ru/sale/flat/300223161/,Москва,sale,flat,6,19,3,77.0,-1,0,17300000,,проезд Чечерский,124к3,Бунинская аллея,Новое Бутово
Елена Иванова,realtor,https://www.cian.ru/sale/flat/301917528/,Москва,sale,flat,26,34,3,64.0,-1,0,17500000,Южное Бутово, Поляны,5Ак4,Улица Скобелевская,Столичные поляны
ID 10198264,realtor,https://www.cian.ru/sale/flat/301425385/,Москва,sale,flat,3,16,3,82.8,-1,0,17500000,, Городская,20,Ольховая,Тройка
ID 116081682,homeowner,https://www.cian.ru/sale/flat/301898351/,Москва,sale,flat,3,19,3,82.8,-1,0,17500000,, Городская,20,Ольховая,Тройка
Елена Иванова,realtor,https://www.cian.ru/sale/flat/301163056/,Москва,sale,flat,4,9,3,59.0,-1,0,17500000,Кузьминки, Федора Полетаева,30,Кузьминки,
ID 12837449,homeowner,https://www.cian.ru/sale/flat/301263838/,Москва,sale,flat,2,5,3,53.1,-1,0,17750000,Аэропорт,Планетная ,27,Гражданская,
PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/296410403/,Москва,sale,flat,10,22,3,56.0,-1,0,18000000,Хорошевский,1-я Магистральная ,25,Хорошёвская,Сити-комплекс Мята
Олеся Гудкова,realtor,https://www.cian.ru/sale/flat/301705710/,Москва,sale,flat,7,9,3,61.0,-1,0,18000000,Тимирязевский,Тимирязевская ,25,Тимирязевская,
ID 40779537,unknown,https://www.cian.ru/sale/flat/299118769/,Москва,sale,flat,14,16,3,70.0,-1,0,17900000,, Липовый Парк,5к2,Коммунарка,Москва А101
Доступная Недвижимость. 8 отдел,real_estate_agent,https://www.cian.ru/sale/flat/301697502/,Москва,sale,flat,1,19,3,81.2,-1,0,18300000,, Никитина,4,Рассказовка,Город-парк Первый Московский
Михаил Приставко,realtor,https://www.cian.ru/sale/flat/301796839/,Москва,sale,flat,6,9,3,59.0,-1,0,18500000,Теплый Стан,Профсоюзная ,130К1,Коньково,
Римарком Владис,real_estate_agent,https://www.cian.ru/sale/flat/300079202/,Москва,sale,flat,8,13,3,71.6,-1,0,18500000,, 1-я Ватутинская,12к2,Коммунарка,Russian Design District
ID 50292448,homeowner,https://www.cian.ru/sale/flat/301880766/,Москва,sale,flat,6,10,3,74.3,-1,0,18550000,Солнцево,Родниковая ,5А,Солнцево,
Зулетта Малеева,realtor,https://www.cian.ru/sale/flat/300799267/,Москва,sale,flat,9,31,3,62.5,-1,0,18799999,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Ностальгия,real_estate_agent,https://www.cian.ru/sale/flat/300829985/,Москва,sale,flat,1,17,3,73.8,-1,0,19000000,Братеево, Борисовские Пруды,14К4,Борисово,
Елена Юдаева,realtor,https://www.cian.ru/sale/flat/301931018/,Москва,sale,flat,6,17,3,72.0,-1,0,19000000,Лосиноостровский,Стартовая ,9К2,Медведково,
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/301108564/,Москва,sale,flat,2,22,3,103.0,-1,0,19250000,Бирюлево Восточное,6-я Радиальная ,7/1к2,Царицыно,Царицыно-2
ID 70988745,realtor,https://www.cian.ru/sale/flat/292790094/,Москва,sale,flat,15,16,3,73.8,-1,0,19250000,Южное Медведково,проезд Дежнева,38,,
ID 182291,real_estate_agent,https://www.cian.ru/sale/flat/291480133/,Москва,sale,flat,15,17,3,75.0,-1,0,19500000,Южное Бутово,Веневская ,7,Бульвар Адмирала Ушакова,
Алла Шмелева,realtor,https://www.cian.ru/sale/flat/292920490/,Москва,sale,flat,2,16,3,65.2,-1,0,19500000,Коптево, Космонавта Волкова,31К1,Красный Балтиец,
VOROBYOVA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300064455/,Москва,sale,flat,1,14,3,63.0,-1,0,19500000,Алексеевский, Павла Корчагина,7,ВДНХ,
Елена Инюткина,realtor,https://www.cian.ru/sale/flat/301120030/,Москва,sale,flat,7,12,3,80.5,-1,0,19400000,Марьино,Донецкая ,26,Курьяново,
ID 13477438,unknown,https://www.cian.ru/sale/flat/296469874/,Москва,sale,flat,7,12,3,58.5,-1,0,19500000,Алексеевский,Новоалексеевская ,18К1,Алексеевская,
ID 82585536,official_representative,https://www.cian.ru/sale/flat/300387477/,Москва,sale,flat,11,17,3,75.5,-1,0,19500000,Орехово-Борисово Северное,Шипиловская ,22,Домодедовская,
Наталия Мельниченко,realtor,https://www.cian.ru/sale/flat/300475471/,Москва,sale,flat,14,25,3,72.5,-1,0,19950000,, Никитина,11к5,Рассказовка,Город-парк Первый Московский
Елена Павлова,realtor,https://www.cian.ru/sale/flat/301856744/,Москва,sale,flat,6,9,3,61.0,-1,0,19950000,Ясенево,Ясногорская ,3,Ясенево,
Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/301846458/,Москва,sale,flat,4,17,3,73.0,-1,0,19949000,Марьино,Новомарьинская ,17,Братиславская,
Юрий Луизо,realtor,https://www.cian.ru/sale/flat/298507690/,Москва,sale,flat,2,12,3,79.6,-1,0,19990000,Строгино,Таллинская ,6,Строгино,
ID 16807,realtor,https://www.cian.ru/sale/flat/301249119/,Москва,sale,flat,1,12,3,73.4,-1,0,20000000,Коньково, Академика Капицы,22,Коньково,
СОЗВЕЗДИЕ Бюро Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298909591/,Москва,sale,flat,7,9,3,58.2,-1,0,20000000,Преображенское,Большая Черкизовская ,5К1,Преображенская площадь,
ID 13477716,unknown,https://www.cian.ru/sale/flat/301961509/,Москва,sale,flat,1,5,3,81.5,-1,0,20000000,Выхино-Жулебино,Привольная ,49К2,Жулебино,
ID 110889161,homeowner,https://www.cian.ru/sale/flat/300587857/,Москва,sale,flat,10,16,3,74.2,-1,0,20100000,Чертаново Центральное,Кировоградская ,17К2,Пражская,
ID 13051977,homeowner,https://www.cian.ru/sale/flat/301763994/,Москва,sale,flat,6,14,3,77.0,-1,0,20000000,Можайский,Сколковское шоссе,40к2,Сетунь,Stellar City
Самолет Плюс - Химки 01,real_estate_agent,https://www.cian.ru/sale/flat/298735474/,Москва,sale,flat,9,9,3,55.3,-1,0,20200000,Фили-Давыдково,Давыдковская ,2К1,Славянский бульвар,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/301524086/,Москва,sale,flat,2,5,3,77.0,-1,0,20500000,Соколиная гора,Зверинецкая ,34,Измайлово,
Мария Линкевич,realtor,https://www.cian.ru/sale/flat/299384404/,Москва,sale,flat,17,26,3,67.0,-1,0,20400000,, Саларьевская,16к5,Саларьево,Саларьево парк
МАКСИМУМ,real_estate_agent,https://www.cian.ru/sale/flat/301878658/,Москва,sale,flat,11,17,3,74.1,-1,0,20700000,Отрадное,Алтуфьевское шоссе,34К2,Отрадное,
CityLions,real_estate_agent,https://www.cian.ru/sale/flat/300846207/,Москва,sale,flat,6,12,3,64.8,-1,0,20900000,Котловка,Нагорная ,19К5,Нагорная,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/297300102/,Москва,sale,flat,5,17,3,75.6,-1,0,20950000,Нагорный,Болотниковская ,3К1,Варшавская,
Светлана Биличенко,realtor,https://www.cian.ru/sale/flat/300671090/,Москва,sale,flat,7,14,3,78.0,-1,0,21000000,Марьино,Новомарьинская ,12/12К1,Марьино,
МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/291530831/,Москва,sale,flat,3,16,3,72.0,-1,0,21150000,Теплый Стан,Ленинский проспект,129К3,Тропарёво,
ID 182291,real_estate_agent,https://www.cian.ru/sale/flat/297470489/,Москва,sale,flat,6,7,3,77.8,-1,0,21500000,Коптево, Космонавта Волкова,25/2,Красный Балтиец,
ID 115997494,homeowner,https://www.cian.ru/sale/flat/301881376/,Москва,sale,flat,12,14,3,82.6,-1,0,21500000,Бескудниковский,Дубнинская ,29К1,Дегунино,
ID 139792,homeowner,https://www.cian.ru/sale/flat/299854078/,Москва,sale,flat,4,5,3,74.7,-1,0,21500000,Богородское,Глебовская ,16,Бульвар Рокоссовского,
ID 110939120,realtor,https://www.cian.ru/sale/flat/301497563/,Москва,sale,flat,4,5,3,86.3,-1,0,21450000,Измайлово,Первомайская ,28/24,Измайловская,
Владис,real_estate_agent,https://www.cian.ru/sale/flat/301523732/,Москва,sale,flat,10,12,3,64.0,-1,0,21800000,Строгино,Строгинский бульвар,26К2,Строгино,
ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/301378990/,Москва,sale,flat,12,12,3,68.9,-1,0,22000000,Марьина роща, Образцова,8А,Достоевская,
Андрей Белагуров,realtor,https://www.cian.ru/sale/flat/299619448/,Москва,sale,flat,1,5,3,72.9,-1,0,21990000,Замоскворечье,Большая Пионерская ,42,Серпуховская,
ID 56222823,homeowner,https://www.cian.ru/sale/flat/297165332/,Москва,sale,flat,2,8,3,55.0,-1,0,22000000,Гагаринский, Вавилова,46,Академическая,
ID 55719015,unknown,https://www.cian.ru/sale/flat/297630030/,Москва,sale,flat,3,18,3,70.5,-1,0,21900000,Обручевский, Новаторов,14К1,Новаторская,
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/295286024/,Москва,sale,flat,2,10,3,71.6,-1,0,22500000,Таганский, Сергия Радонежского,4,Площадь Ильича,
Городские квартиры,real_estate_agent,https://www.cian.ru/sale/flat/301724189/,Москва,sale,flat,3,10,3,81.8,-1,0,22349990,Марьина роща,Шереметьевская ,26,Марьина Роща,Комплекс апартаментов Отражение
Зулетта Малеева,realtor,https://www.cian.ru/sale/flat/300799507/,Москва,sale,flat,9,31,3,77.2,-1,0,22399999,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/299898562/,Москва,sale,flat,11,17,3,75.1,-1,0,22450000,Хорошевский,Хорошевское шоссе,62,Полежаевская,
Наталья Петрова,realtor,https://www.cian.ru/sale/flat/301716589/,Москва,sale,flat,5,5,3,72.0,-1,0,22300000,Таганский,Новорогожская ,3,Площадь Ильича,
Mr.Loft,real_estate_agent,https://www.cian.ru/sale/flat/301831223/,Москва,sale,flat,7,7,3,93.4,-1,0,22990000,Можайский,Верейская ,29С151,Давыдково,Loft 151
ID 110939120,realtor,https://www.cian.ru/sale/flat/301488149/,Москва,sale,flat,3,16,3,75.0,-1,0,22950000,Тропарево-Никулино,проспект Вернадского,127,Юго-Западная,
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/299521053/,Москва,sale,flat,10,26,3,71.0,-1,0,23000000,Головинский,Кронштадтский бульвар,6к2,Водный стадион,Водный
Константин Дергачев,realtor,https://www.cian.ru/sale/flat/299473951/,Москва,sale,flat,14,19,3,75.2,-1,0,23100000,Тимирязевский,Линейный проезд,8А,Петровско-Разумовская,
ID 113505063,realtor,https://www.cian.ru/sale/flat/300233952/,Москва,sale,flat,16,18,3,70.0,-1,0,23000000,Таганский,Марксистская ,5,Марксистская,
ID 108737094,homeowner,https://www.cian.ru/sale/flat/293796547/,Москва,sale,flat,12,21,3,74.14,-1,0,23000000,Дмитровский,Дмитровское шоссе,107Ак1,Яхромская,Город
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/298074309/,Москва,sale,flat,5,21,3,76.1,-1,0,23599000,Можайский, Красных Зорь,59Б,Рабочий посёлок,
ID 70301025,homeowner,https://www.cian.ru/sale/flat/294786673/,Москва,sale,flat,8,12,3,76.5,-1,0,23500000,Бабушкинский, Менжинского,21,Бабушкинская,
Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/298914747/,Москва,sale,flat,15,16,3,79.7,-1,0,23900000,Южное Медведково,проезд Дежнева,27К1,Бабушкинская,
WHITE BROKER,real_estate_agent,https://www.cian.ru/sale/flat/301653499/,Москва,sale,flat,4,5,3,81.6,-1,0,24000000,Люблино,Люблинская ,107/10,Люблино,
ID 71669419,homeowner,https://www.cian.ru/sale/flat/254997299/,Москва,sale,flat,2,5,3,71.4,-1,0,24000000,Соколиная гора, Бориса Жигуленкова,25к1,Соколиная гора,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/299319219/,Москва,sale,flat,5,21,3,73.6,-1,0,24300000,Покровское-Стрешнево,Волоколамское шоссе,71к7,Спартак,
Вертикаль,real_estate_agent,https://www.cian.ru/sale/flat/300241615/,Москва,sale,flat,2,12,3,64.1,-1,0,24300000,Сокольники, Сокольнический Вал,24К2,Сокольники,
Елена Константинова,realtor,https://www.cian.ru/sale/flat/294389937/,Москва,sale,flat,9,20,3,65.0,-1,0,24599999,Покровское-Стрешнево,Северо-Западный ао,к8,Трикотажная,Сити Бэй ЖК
Homeprice,real_estate_agent,https://www.cian.ru/sale/flat/301044783/,Москва,sale,flat,2,12,3,66.0,-1,0,24500000,Беговой, 3-я Ямского Поля,17,Белорусская,
